name,state,city,category,rating,entry_fee,visit_duration,best_time,id,image_url,latitude,longitude,activities,hidden_gems,nearest_airport,nearest_railway,cuisine,safety_rating,search_tags
Jaisalmer Fort,Rajasthan,Jaisalmer,Fort,4.4,50.0,2.5,All,jaisalmer__jaisalmer_rajasthan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jaisalmer_forteresse.jpg/1200px-Jaisalmer_forteresse.jpg,,,"Fort and haveli walks, Camel/jeep safaris with dune sunset, Overnight desert camping, Shopping for textiles and handicrafts","Less-touristy Khuri dunes vs busier Sam, Quiet inner lanes and rooftop viewpoints in the fort",Jaisalmer Airport (seasonal flights) / Jodhpur Airport,Jaisalmer Junction,"Dal baati churma, Ker sangri, Gatte ki sabzi",8.0,"['all', 'camel/jeep safaris with dune sunset', 'fort', 'fort and haveli walks', 'jaisalmer', 'jaisalmer fort', 'overnight desert camping', 'rajasthan', 'shopping for textiles and handicrafts']"
Ranthambore National Park,Rajasthan,Sawai Madhopur,Wildlife Sanctuary,4.6,500.0,3.0,All,ranthambore__sawai_madhopur_rajasthan,https://www.tripsavvy.com/thmb/dV7zQhV4qJ_mPL8AmzjenGByzk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/tres-bengala-tigres-en-frente-de-turista-de-520373860-735d4cd8c3b147d98cce1f158d0eefab.jpg,,,"Jeep/canter safaris, Fort and temple visits (as per rules), Village walks and handicraft shopping","Less famous safari zones with good sightings but fewer vehicles, Sunset views from fort area (as permitted)",Jaipur International Airport,Sawai Madhopur,"Dal baati churma, Local kadhi and sabzis",9.0,"['all', 'fort and temple visits (as per rules)', 'jeep/canter safaris', 'rajasthan', 'ranthambore national park', 'sawai madhopur', 'village walks and handicraft shopping', 'wildlife sanctuary']"
Pushkar Lake,Rajasthan,Pushkar,Temple,4.4,0.0,1.5,All,pushkar__pushkar_rajasthan,https://upload.wikimedia.org/wikipedia/commons/c/c3/Evening_lights_by_the_Pushkar_Lake%2C_Pushkar.jpg,,,,,,,,8.0,"['all', 'pushkar', 'pushkar lake', 'rajasthan', 'temple']"
Ajmer Sharif Dargah,Rajasthan,Ajmer,Shrine,4.6,0.0,1.0,All,ajmer_sharif_dargah_ajmer_rajasthan,https://d2dzi65yjecjnt.cloudfront.net/405980.jpg,,,,,,,,8.0,"['ajmer', 'ajmer sharif dargah', 'all', 'rajasthan', 'shrine']"
Mehrangarh Fort,Rajasthan,Jodhpur,Fort,4.6,100.0,2.0,All,mehrangarh__jodhpur_rajasthan,https://cdn.britannica.com/39/242539-050-97AFAE4E/Mehrangarh-fortress-Jodhpur-Rajasthan-India.jpg,,,,,,,,8.0,"['all', 'fort', 'jodhpur', 'mehrangarh fort', 'rajasthan']"
Chittorgarh Fort,Rajasthan,Chittorgarh,Fort,4.6,40.0,2.0,All,chittorgarh__chittorgarh_rajasthan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Chittorgarh_fort.JPG/1200px-Chittorgarh_fort.JPG,,,,,,,,8.0,"['all', 'chittorgarh', 'chittorgarh fort', 'fort', 'rajasthan']"
Dilwara Temples,Rajasthan,Mount Abu,Temple,4.6,0.0,1.0,All,dilwara_s_mount_abu_rajasthan,https://upload.wikimedia.org/wikipedia/commons/8/81/Delwada.jpg,,,,,,,,8.0,"['all', 'dilwara temples', 'mount abu', 'rajasthan', 'temple']"
Junagarh Fort,Rajasthan,Bikaner,Fort,4.5,50.0,2.0,All,junagarh__bikaner_rajasthan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/38/91/24/outside-of-the-fort.jpg?w=900&h=-1&s=1,,,,,,,,8.0,"['all', 'bikaner', 'fort', 'junagarh fort', 'rajasthan']"
Amber Fort,Rajasthan,Jaipur,Fort,4.6,100.0,2.0,All,amber__jaipur_rajasthan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/20191219_Fort_Amber%2C_Amer%2C_Jaipur_0955_9481.jpg/800px-20191219_Fort_Amber%2C_Amer%2C_Jaipur_0955_9481.jpg,26.984448,75.84634299999999,,,,,,8.0,"['all', 'amber fort', 'fort', 'jaipur', 'rajasthan']"
Jaigarh Fort,Rajasthan,Jaipur,Fort,4.5,35.0,1.5,All,jaigarh__jaipur_rajasthan,https://upload.wikimedia.org/wikipedia/commons/3/34/Rajasthan-Jaipur-Jaigarh-Fort-compound-Apr-2004-00.JPG,,,,,,,,8.0,"['all', 'fort', 'jaigarh fort', 'jaipur', 'rajasthan']"
Lake Pichola,Rajasthan,Udaipur,Lake,4.6,0.0,1.0,All,pichola_udaipur_rajasthan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Udaipur_Lake_India.JPG,,,,,,,,8.0,"['all', 'lake', 'lake pichola', 'rajasthan', 'udaipur']"
Golden Temple (Harmandir Sahib),Punjab,Amritsar,Religious Site,4.9,0.0,1.5,All,golden__amritsar_punjab,https://upload.wikimedia.org/wikipedia/commons/9/94/The_Golden_Temple_of_Amrithsar_7.jpg,31.621802,74.876134,,,,,,8.0,"['all', 'amritsar', 'golden temple (harmandir sahib)', 'punjab', 'religious site']"
Jallianwala Bagh,Punjab,Amritsar,Memorial,4.8,0.0,1.0,Afternoon,jallianwala_bagh_amritsar_punjab,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jallianwala_Bagh%2C_Amritsar_01.jpg/1200px-Jallianwala_Bagh%2C_Amritsar_01.jpg,31.622227,74.877518,,,,,,8.0,"['afternoon', 'amritsar', 'jallianwala bagh', 'memorial', 'punjab']"
Wagah Border,Punjab,Amritsar,Border Crossing,4.8,0.0,2.0,Evening,wagah_border_amritsar_punjab,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Wagah_border_ceremony2.jpg/800px-Wagah_border_ceremony2.jpg,31.608644,74.57344499999999,,,,,,8.0,"['amritsar', 'border crossing', 'evening', 'punjab', 'wagah border']"
Rock Garden,Punjab,Chandigarh,Sculpture Garden,4.5,30.0,2.0,All,rock__chandigarh_punjab,https://www.thespruce.com/thmb/tO_j4ToZ8KXEhNAzpS0atlzCF2M=/2048x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-build-rock-gardens-2132674-hero-0ca8dc4580c9495c8fea6ed3db29f92f.jpg,,,,,,,,8.0,"['all', 'chandigarh', 'punjab', 'rock garden', 'sculpture garden']"
Alappuzha Beach,Kerala,Alappuzha,Beach,4.5,0.0,1.5,All,alappuzha__alappuzha_kerala,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Alleppey_beach.jpg/1200px-Alleppey_beach.jpg,9.491172,76.32984,,,,,,8.0,"['alappuzha', 'alappuzha beach', 'all', 'beach', 'kerala']"
Munnar Tea Gardens,Kerala,Munnar,Scenic Area,4.3,0.0,2.0,All,munnar_tea_s_munnar_kerala,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/52/a2/sunset-at-tata-tea-gardens.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['all', 'kerala', 'munnar', 'munnar tea gardens', 'scenic area']"
Fort Kochi,Kerala,Kochi,Site,4.4,0.0,1.0,All,kochi_kochi_kerala,https://upload.wikimedia.org/wikipedia/commons/6/6e/Kochi%2C_Fishing_nets_at_sunset%2C_Kerala%2C_India.jpg,,,,,,,,8.0,"['all', 'fort kochi', 'kerala', 'kochi', 'site']"
Padmanabhaswamy Temple,Kerala,Thiruvananthapuram,Temple,4.7,0.0,1.0,All,padmanabhaswamy__thiruvananthapuram_kerala,https://upload.wikimedia.org/wikipedia/commons/d/d2/Sree_Padmanabhaswamy_temple_01.jpg,,,,,,,,8.0,"['all', 'kerala', 'padmanabhaswamy temple', 'temple', 'thiruvananthapuram']"
Kozhikode Beach,Kerala,Kozhikode,Beach,3.9,0.0,1.5,All,kozhikode__kozhikode_kerala,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,,,,,,,,8.0,"['all', 'beach', 'kerala', 'kozhikode', 'kozhikode beach']"
Wayanad Wildlife Sanctuary,Kerala,Wayanad,Wildlife Sanctuary,4.5,300.0,3.0,All,wayanad__wayanad_kerala,https://upload.wikimedia.org/wikipedia/commons/1/11/Wayanad_Wild_Life_Sanctuary.JPG,,,"Estate stays and walks, Short treks and view points, Waterfall visits (seasonal, with caution), Wildlife safaris in nearby Wayanad forests (regulations apply)","Small view points off main roads, Less-crowded estate homestays away from tourist clusters",Calicut International Airport (Kozhikode),Kozhikode,"Kerala meals on banana leaf, Malabar biryani, Fish curries and appam–stew",8.0,"['all', 'estate stays and walks', 'kerala', 'short treks and view points', 'waterfall visits (seasonal', 'wayanad', 'wayanad wildlife sanctuary', 'wildlife safaris in nearby wayanad forests (regulations apply)', 'wildlife sanctuary', 'with caution)']"
Periyar National Park,Kerala,Thekkady,National Park,4.3,50.0,3.0,All,periyar___kkady_kerala,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Periyar_National_Park.JPG/800px-Periyar_National_Park.JPG,,,,,,,,8.0,"['all', 'kerala', 'national park', 'periyar national park', 'thekkady']"
Kumarakom Bird Sanctuary,Kerala,Kumarakom,Bird Sanctuary,3.8,50.0,2.0,All,kumarakom_bird__kumarakom_kerala,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/ab/f4/les-sentiers.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'bird sanctuary', 'kerala', 'kumarakom', 'kumarakom bird sanctuary']"
Varkala Beach,Kerala,Varkala,Beach,4.6,0.0,2.0,All,varkala__varkala_kerala,https://upload.wikimedia.org/wikipedia/commons/e/e0/Varkala_beach_from_above.jpg,,,"Cliff-top walks, Beach time and swimming (conditions permitting), Yoga and Ayurveda treatments, Cafe and restaurant visits","Quieter stretches towards Black Beach and beyond, Small homestays tucked behind main cliff road",Trivandrum International Airport,Varkala Sivagiri,"Kerala fish curry (for non-vegetarians), Appam and stew, Fresh coconut-based dishes",8.0,"['all', 'beach', 'beach time and swimming (conditions permitting)', 'cafe and restaurant visits', 'cliff-top walks', 'kerala', 'varkala', 'varkala beach', 'yoga and ayurveda treatments']"
Bekal Fort,Kerala,Bekal,Fort,4.5,20.0,1.5,All,bekal__bekal_kerala,https://upload.wikimedia.org/wikipedia/commons/7/74/Bekal.jpg,,,,,,,,8.0,"['all', 'bekal', 'bekal fort', 'fort', 'kerala']"
Kovalam Beach,Kerala,Kovalam,Beach,4.4,0.0,2.0,All,kovalam__kovalam_kerala,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kovalam_beach_trivandrum_kerala.jpg,,,,,,,,8.0,"['all', 'beach', 'kerala', 'kovalam', 'kovalam beach']"
St. Angelo Fort,Kerala,Kannur,Fort,4.4,20.0,1.0,All,st_angelo__kannur_kerala,https://upload.wikimedia.org/wikipedia/commons/6/65/Malta_-_Birgu_-_Fort_Saint_Angelo_%28Upper_Barrakka_Gardens%29_01_ies.jpg,,,,,,,,8.0,"['all', 'fort', 'kannur', 'kerala', 'st. angelo fort']"
Seethargundu Viewpoint,Kerala,Nelliyampathy,Viewpoint,4.5,0.0,1.0,Morning,seethargundu_viewpoint_nelliyampathy_kerala,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/4e/3a/91/seethargundu-viewpoint.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['kerala', 'morning', 'nelliyampathy', 'seethargundu viewpoint', 'viewpoint']"
Kerala Folklore Museum,Kerala,Kochi,Cultural,4.4,100.0,1.5,All,kerala_folklore__kochi_kerala,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'cultural', 'kerala', 'kerala folklore museum', 'kochi']"
Wonderla Amusement Park,Kerala,Kochi,Amusement Park,4.6,750.0,5.5,All,wonderla_amusement__kochi_kerala,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'amusement park', 'kerala', 'kochi', 'wonderla amusement park']"
Mysore Palace,Karnataka,Mysore,Palace,4.6,50.0,2.0,All,mysore__mysore_karnataka,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mysore_Palace_Morning.jpg/1200px-Mysore_Palace_Morning.jpg,12.309717999999998,76.658822,,,,,,8.0,"['all', 'karnataka', 'mysore', 'mysore palace', 'palace']"
Hampi Archaeological Ruins,Karnataka,Hampi,Site,4.7,0.0,3.0,All,hampi_archaeological_ruins_hampi_karnataka,https://www.dailyartmagazine.com/wp-content/uploads/2020/08/stone-chariot-hampi-tourism-entry-fee-timings-holidays-reviews-header-1024x512.jpg,,,,,,,,8.0,"['all', 'hampi', 'hampi archaeological ruins', 'karnataka', 'site']"
Abbey Falls,Karnataka,Coorg,Waterfall,4.1,0.0,1.0,Morning,abbey__coorg_karnataka,https://upload.wikimedia.org/wikipedia/commons/7/7a/Abbey_Falls_New.jpg,,,,,,,,8.0,"['abbey falls', 'coorg', 'karnataka', 'morning', 'waterfall']"
Om Beach,Karnataka,Gokarna,Beach,4.5,0.0,2.0,All,om__gokarna_karnataka,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/53/5e/7f/om-beach.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['all', 'beach', 'gokarna', 'karnataka', 'om beach']"
Mullayanagiri,Karnataka,Chikmagalur,Mountain Peak,4.5,0.0,3.0,All,mullayanagiri_chikmagalur_karnataka,https://i0.wp.com/weekendyaari.in/wp-content/uploads/2024/11/Mullayanagiri-scaled.webp?fit=2560%2C1322&ssl=1,,,,,,,,8.0,"['all', 'chikmagalur', 'karnataka', 'mountain peak', 'mullayanagiri']"
Badami Cave Temples,Karnataka,Badami,Cave,4.6,30.0,1.5,All,badami_cave_s_badami_karnataka,https://upload.wikimedia.org/wikipedia/commons/7/7b/Vishnu_image_inside_cave_number_3_in_Badami.jpg,,,,,,,,8.0,"['all', 'badami', 'badami cave temples', 'cave', 'karnataka']"
Jog Falls,Karnataka,Shivamogga,Waterfall,4.6,30.0,1.5,Morning,jog__shivamogga_karnataka,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Jog_Falls_05092016.jpg/1200px-Jog_Falls_05092016.jpg,,,,,,,,8.0,"['jog falls', 'karnataka', 'morning', 'shivamogga', 'waterfall']"
Panambur Beach,Karnataka,Mangalore,Beach,4.5,0.0,1.5,All,panambur__mangalore_karnataka,https://karnatakatourism.org/wp-content/uploads/2020/06/Panambur-Beach-800x450-1.jpg,,,,,,,,8.0,"['all', 'beach', 'karnataka', 'mangalore', 'panambur beach']"
Murudeshwar Temple,Karnataka,Murudeshwar,Temple,4.7,0.0,1.0,All,murudeshwar__murudeshwar_karnataka,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/73/8a/ad/murudeshwar.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'karnataka', 'murudeshwar', 'murudeshwar temple', 'temple']"
Gol Gumbaz,Karnataka,Bijapur,Mausoleum,4.5,20.0,1.5,All,gol_gumbaz_bijapur_karnataka,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Gol_Gumbaj2.JPG/640px-Gol_Gumbaj2.JPG,,,,,,,,8.0,"['all', 'bijapur', 'gol gumbaz', 'karnataka', 'mausoleum']"
Bandipur National Park,Karnataka,Bandipur,National Park,4.4,300.0,3.0,Morning,bandipur__bandipur_karnataka,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/7c/47/ec/tiger-26-largejpg.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['bandipur', 'bandipur national park', 'karnataka', 'morning', 'national park']"
Halebidu Hoysaleswara Temple,Karnataka,Halebidu,Temple,4.7,15.0,1.0,All,halebidu_hoysaleswara__halebidu_karnataka,https://media.meer.com/attachments/f7d6921ad0115a039e4a410081b28c60ab3f1564/store/fill/1090/613/b732c147bc434b3a19581501d1cbdcce7757cfefe3a28a417e8e9f9c9e03/An-entrance-into-the-Hoysaleshwara-temple-in-Halebidu.jpg,,,,,,,,8.0,"['all', 'halebidu', 'halebidu hoysaleswara temple', 'karnataka', 'temple']"
Shaniwar Wada,Maharastra,Pune,Fort,4.4,50.0,2.0,All,shaniwar_wada_pune_maharastra,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Shaniwar_wada_%28pune%29.jpg/1200px-Shaniwar_wada_%28pune%29.jpg,,,,,,,,8.0,"['all', 'fort', 'maharastra', 'pune', 'shaniwar wada']"
Ajanta Caves,Maharastra,Aurangabad,Cave,4.6,30.0,3.0,Afternoon,ajanta_caves_aurangabad_maharastra,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ajanta_%2863%29.jpg/300px-Ajanta_%2863%29.jpg,,,,,,,,8.0,"['afternoon', 'ajanta caves', 'aurangabad', 'cave', 'maharastra']"
Sula Vineyards,Maharastra,Nashik,Vineyard,4.1,300.0,2.0,Afternoon,sula_vineyards_nashik_maharastra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/8e/3d/a-view-from-the-vineyards.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['afternoon', 'maharastra', 'nashik', 'sula vineyards', 'vineyard']"
Sai Baba Temple,Maharastra,Shirdi,Temple,4.7,0.0,1.5,All,sai_baba__shirdi_maharastra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ab/9c/b1/shirdi-sai-baba-mandir.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'maharastra', 'sai baba temple', 'shirdi', 'temple']"
Alibaug Beach,Maharastra,Alibaug,Beach,4.2,0.0,1.5,Evening,alibaug__alibaug_maharastra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/46/6b/0a/alibaug.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['alibaug', 'alibaug beach', 'beach', 'evening', 'maharastra']"
Ganapatipule Temple,Maharastra,Ratnagiri,Temple,4.7,0.0,1.0,All,ganapatipule__ratnagiri_maharastra,https://www.ganpatipule.co.in/images/slider/5.jpg,,,,,,,,8.0,"['all', 'ganapatipule temple', 'maharastra', 'ratnagiri', 'temple']"
Deekshabhoomi,Maharastra,Nagpur,Monument,4.5,0.0,1.0,Afternoon,deekshabhoomi_nagpur_maharastra,https://upload.wikimedia.org/wikipedia/commons/3/38/Deekshabhoomi_-_panoramio.jpg,,,,,,,,8.0,"['afternoon', 'deekshabhoomi', 'maharastra', 'monument', 'nagpur']"
Mahalakshmi Temple,Maharastra,Kolhapur,Temple,4.8,0.0,1.0,All,mahalakshmi__kolhapur_maharastra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Mahalaxmi_Temple%2C_Kolhapur.jpg/640px-Mahalaxmi_Temple%2C_Kolhapur.jpg,,,,,,,,8.0,"['all', 'kolhapur', 'mahalakshmi temple', 'maharastra', 'temple']"
Karla Caves,Maharastra,Lonavala,Cave,4.4,25.0,1.5,Afternoon,karla_caves_lonavala_maharastra,https://upload.wikimedia.org/wikipedia/commons/f/ff/Karla_caves_Chaitya.jpg,,,,,,,,8.0,"['afternoon', 'cave', 'karla caves', 'lonavala', 'maharastra']"
Tarkarli Beach,Maharashtra,Tarkarli,Beach,4.6,0.0,2.0,Evening,tarkarli__tarkarli_maharashtra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/19/79/56/tarkarli-beach.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['beach', 'evening', 'maharashtra', 'tarkarli', 'tarkarli beach']"
Kaas Plateau,Maharashtra,Satara,Valley,4.4,300.0,2.0,Afternoon,kaas_plateau_satara_maharashtra,https://upload.wikimedia.org/wikipedia/commons/2/21/Kaas-7016.jpg,,,,,,,,8.0,"['afternoon', 'kaas plateau', 'maharashtra', 'satara', 'valley']"
Echo Point,Maharashtra,Matheran,Viewpoint,4.4,0.0,1.5,Morning,echo_point_ma_ran_maharashtra,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/90/4a/viewing-platform-from.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['echo point', 'maharashtra', 'matheran', 'morning', 'viewpoint']"
Ellora Caves,Maharashtra,Ajanta,Cave,4.7,30.0,3.0,Afternoon,ellora_caves_ajanta_maharashtra,https://whc.unesco.org/uploads/thumbs/site_0243_0001-1200-630-20151104152442.jpg,,,,,,,,8.0,"['afternoon', 'ajanta', 'cave', 'ellora caves', 'maharashtra']"
Khajuraho Group of Monuments,Madhya Pradesh,Khajuraho,Temples,4.7,40.0,2.0,Afternoon,khajuraho_group_of_monuments_khajuraho_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Khajuraho_Group_of_Monuments_4.jpg/1200px-Khajuraho_Group_of_Monuments_4.jpg,,,,,,,,8.0,"['afternoon', 'khajuraho', 'khajuraho group of monuments', 'madhya pradesh', 'temples']"
Sanchi Stupa,Madhya Pradesh,Bhopal,Monument,4.7,30.0,1.5,Afternoon,sanchi_stupa_bhopal_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG/250px-East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG,,,,,,,,8.0,"['afternoon', 'bhopal', 'madhya pradesh', 'monument', 'sanchi stupa']"
Rajwada Palace,Madhya Pradesh,Indore,Palace,4.4,10.0,1.0,Afternoon,rajwada__indore_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/e/e1/Indore_Rajwada01.jpg,,,,,,,,8.0,"['afternoon', 'indore', 'madhya pradesh', 'palace', 'rajwada palace']"
Gwalior Fort,Madhya Pradesh,Gwalior,Fort,4.5,75.0,2.5,Morning,gwalior__gwalior_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gwalior_Fort_front.jpg/1200px-Gwalior_Fort_front.jpg,,,,,,,,8.0,"['fort', 'gwalior', 'gwalior fort', 'madhya pradesh', 'morning']"
Mahakaleshwar Jyotirlinga,Madhya Pradesh,Ujjain,Temple,4.8,0.0,1.5,All,mahakaleshwar_jyotirlinga_ujjain_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mahakal_Temple_Ujjain.JPG/1200px-Mahakal_Temple_Ujjain.JPG,,,,,,,,8.0,"['all', 'madhya pradesh', 'mahakaleshwar jyotirlinga', 'temple', 'ujjain']"
Dhuandhar Falls,Madhya Pradesh,Jabalpur,Waterfall,4.5,0.0,1.0,Morning,dhuandhar__jabalpur_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/d/d0/Dhuandhar_Waterfalls_in_Bhedaghat%2C_India.jpg,,,,,,,,8.0,"['dhuandhar falls', 'jabalpur', 'madhya pradesh', 'morning', 'waterfall']"
Bee Falls,Madhya Pradesh,Pachmarhi,Waterfall,4.6,15.0,1.5,Morning,bee__pachmarhi_madhya_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/33/53/06/photo0jpg.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['bee falls', 'madhya pradesh', 'morning', 'pachmarhi', 'waterfall']"
Kanha National Park,Madhya Pradesh,Kanha,Wildlife Sanctuary,4.5,100.0,3.0,Morning,kanha__kanha_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/1/1f/Tiger_Kanha_National_Park.jpg,,,"Morning and evening jeep safaris (permit-based), Nature walks in buffer zones (where allowed), Village and tribal-culture visits","Less-crowded safari zones depending on season, Birding around meadows and waterbodies",Jabalpur Airport,Gondia / Jabalpur,Simple MP thali at lodges or dhabas,9.0,"['kanha', 'kanha national park', 'madhya pradesh', 'morning', 'morning and evening jeep safaris (permit-based)', 'nature walks in buffer zones (where allowed)', 'village and tribal-culture visits', 'wildlife sanctuary']"
Bandhavgarh National Park,Madhya Pradesh,Bandhavgarh,National Park,4.5,50.0,3.0,Morning,bandhavgarh__bandhavgarh_madhya_pradesh,https://www.bandhavgarh.net/wp-content/uploads/2023/03/bandhavgarh-national-park-gate.webp,,,"Jeep safaris, Nature walks in buffer (where permitted), Village experiences","Buffer zones with fewer vehicles but rich habitat, Birding around waterbodies on park fringes",Jabalpur Airport,Umaria / Katni,Simple village-style MP thalis,9.0,"['bandhavgarh', 'bandhavgarh national park', 'jeep safaris', 'madhya pradesh', 'morning', 'national park', 'nature walks in buffer (where permitted)', 'village experiences']"
Orchha Fort,Madhya Pradesh,Orchha,Fort,4.8,10.0,1.5,Afternoon,orchha__orchha_madhya_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1d/24/96/the-marvellous-orchha.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['afternoon', 'fort', 'madhya pradesh', 'orchha', 'orchha fort']"
Jahaz Mahal,Madhya Pradesh,Mandu,Site,3.9,50.0,1.0,Afternoon,jahaz_mahal_mandu_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg/1200px-Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg,,,,,,,,8.0,"['afternoon', 'jahaz mahal', 'madhya pradesh', 'mandu', 'site']"
Bhimbetka Rock Shelters,Madhya Pradesh,Bhimbetka,Prehistoric Site,4.6,25.0,2.0,Afternoon,bhimbetka_rock_shelters_bhimbetka_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/9/91/Rock_Shelter_8%2C_Bhimbetka_02.jpg,,,,,,,,8.0,"['afternoon', 'bhimbetka', 'bhimbetka rock shelters', 'madhya pradesh', 'prehistoric site']"
Narmada Udgam Temple,Madhya Pradesh,Amarkantak,Temple,4.4,0.0,1.0,All,narmada_udgam__amarkantak_madhya_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bb/f0/f6/photo.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'amarkantak', 'madhya pradesh', 'narmada udgam temple', 'temple']"
Chitrakoot Falls,Madhya Pradesh,Chitrakoot,Waterfall,4.4,0.0,1.5,Morning,chitrakoot__chitrakoot_madhya_pradesh,https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG,,,,,,,,8.0,"['chitrakoot', 'chitrakoot falls', 'madhya pradesh', 'morning', 'waterfall']"
The Ridge,Himachal Pradesh,Shimla,Scenic Point,4.7,0.0,1.0,Morning,ridge_shimla_himachal_pradesh,https://cdn.prod.website-files.com/5ebb1b2c07f0f111e4ac241c/657afea045f2033b23a92839_ridge.webp,,,,,,,,8.0,"['himachal pradesh', 'morning', 'scenic point', 'shimla', 'the ridge']"
Solang Valley,Himachal Pradesh,Manali,Valley,4.1,0.0,2.0,Morning,solang_valley_manali_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b2/79/37/solang-valley-manali.jpg?w=1200&h=-1&s=1,32.322553,77.153373,,,,,,8.0,"['himachal pradesh', 'manali', 'morning', 'solang valley', 'valley']"
Dalai Lama Temple,Himachal Pradesh,dalhousie,Temple,4.7,0.0,1.5,All,dalai_lama__dalhousie_himachal_pradesh,https://customtoursindia.com/wp-content/uploads/2024/07/Visiting-Dharamshala-Home-of-the-Dalai-Lama-in-India.webp,,,,,,,,8.0,"['all', 'dalai lama temple', 'dalhousie', 'himachal pradesh', 'temple']"
